"abandon kindness"
"regards birth"
"regards brahmanas"
"regards chyavana"
"regards conduct"
"regards death"
"regards dhanin"
"regards dhrishtaketu"
"regards drona"
"regards dronas"
"regards duhshasana"
"regards emancipation"
"regards energy"
"regards everything"
"regards firmness"
"regards form"
"regards gautama"
"regards ghatotkacha"
"regards gift"
"regards gudakesha"
"regards jaya"
"regards karna"
"regards krishna"
"regards life"
"regards men"
"regards nala"
"regards narayana"
"regards objects"
"regards others"
"regards partha"
"regards paurava"
"regards pradyumna"
"regards prishatas"
"regards proficiency"
"regards prowess"
"regards revilement"
"regards righteousness"
"regards rishis"
"regards sacrifices"
"regards satyaki"
"regards sikhandin"
"regards sins"
"regards sita"
"regards vahlika"
"regards vaisyas"
"regards women"
"regards yudhishthira"
"regards yuyutsu"
"regenerate ascetic"
"regenerate ascetics"
"regenerate ashtavakra"
"regenerate ashvatthama"
"regenerate asita"
"regenerate astika"
"regenerate beings"
"regenerate birth"
"regenerate brahmanas"
"regenerate caste"
"regenerate class"
"regenerate classes"
"regenerate drona"
"regenerate families"
"regenerate friend"
"regenerate guest"
"regenerate guests"
"regenerate householder"
"regenerate individual"
"regenerate indrota"
"regenerate jajali"
"regenerate likhita"
"regenerate men"
"regenerate one"
"regenerate ones"
"regenerate order"
"regenerate orders"
"regenerate origin"
"regenerate person"
"regenerate personage"
"regenerate persons"
"regenerate recipient"
"regenerate rishabha"
"regenerate rishi"
"regenerate rishis"
"regenerate rishisaying"
"regenerate sage"
"regenerate sages"
"regenerate saint"
"regenerate status"
"regenerate utankawhy"
"regenerate vipulas"
"regenerate youth"
"regenerating ceremonies"
"region arjuna"
"region bearing"
"region behold"
"region belonging"
"region clad"
"region freed"
"region herds"
"region hereafter"
"region inaccessible"
"region indeed"
"region jambu"
"region krishna"
"region listen"
"region madhyama"
"region others"
"region resound"
"region soon"
"region still"
"region unrecognised"
"region utathya"
"region verily"
"region viz"
"region whence"
"region whereon"
"region whose"
"regions behold"
"regions hereafter"
"regions kambojas"
"regions king"
"regions let"
"regions may"
"regions ones"
"regions sinful"
"regions therefore"
"regions vindhya"
"regions whence"
"regret afterwards"
"regret desire"
"regret grief"
"reinhold rost"
"reins arjuna"
"reins hearing"
"reins sundered"
"rejoiced drinking"
"rejoicing greatly"
"rejoicing kaurava"
"rejoicing kurus"
"rejoicing pandavas"
"rejoined perhaps"
"relate everything"
"relation slaying"
"relation towards"
"relations let"
"relative oh"
"relatives brothers"
"relatives cause"
"relatives children"
"relatives enjoy"
"relatives friends"
"relatives indeed"
"relatives kinsmen"
"relatives krishna"
"relatives let"
"relatives liveth"
"relatives non"
"relatives others"
"relatives ravana"
"relatives reflecting"
"relatives said"
"relatives sink"
"relatives sons"
"relatives superiors"
"relatives therefore"
"relatives women"
"relatives ye"
"release hath"
"release sinis"
"release sita"
"relent therefore"
"relent towards"
"relief ye"
"religion ashtaka"
"religion cccxcvicdiv"
"religion declare"
"religion hast"
"religion hath"
"religion however"
"religion men"
"religion one"
"religion pleasure"
"religion profit"
"religion religion"
"religion wealth"
"religions never"
"religions rites"
"religious acts"
"religious merit"
"religious practices"
"religious rites"
"rely firmly"
"remaineth wakeful"
"remarkably heroic"
"remedy restrain"
"remember draupadi"
"remembering however"
"remembering krishna"
"remembrance forgetfulness"
"remembrance go"
"reminded dhaumya"
"remnant chandramas"
"removed rule"
"render homage"
"render ones"
"rendered cheerless"
"rendering services"
"rending distress"
"rending pains"
"renounce action"
"renounce sin"
"renouncing anger"
"renouncing pride"
"renown partha"
"rent banners"
"rent cheeks"
"rent temples"
"renuka hearing"
"renuka kusikas"
"renuka one"
"renunciation behold"
"renunciation consists"
"renunciation contemplation"
"renunciation escapes"
"renunciation however"
"renunciation occurs"
"renunciation render"
"renunciation saying"
"renunciation selfrestraint"
"renunciation steadiness"
"renunciation virajas"
"repair evilminded"
"repair persons"
"repair rishis"
"repair therefore"
"repair thither"
"repair ye"
"repairest thither"
"repairing thither"
"repast hath"
"repeatedly beholding"
"repeatedly bidding"
"repeatedly however"
"repeatedly indeed"
"repeatedly learning"
"repeatedly thinking"
"repent indeed"
"repentance commits"
"replied brahmanas"
"replied enquiring"
"replied go"
"replied kuntis"
"replied prosperity"
"replied saying"
"replied surely"
"replied vasishtha"
"replied whilst"
"repliedo krishna"
"reply beholding"
"reply draupadi"
"reply indra"
"reply king"
"reply narada"
"reply partha"
"replyo king"
"report lasts"
"reports beholding"
"reports touch"
"representing brahma"
"representing everything"
"repressed darkness"
"reproach amongst"
"reproach returneth"
"reprobation indeed"
"reptiles awful"
"reptiles men"
"reptiles soon"
"reputation hath"
"reputation increase"
"reputation splendour"
"reputation therefore"
"repute devoted"
"repute know"
"request achyuta"
"request cannot"
"request enquire"
"request hanumat"
"request let"
"request therefore"
"require exertion"
"require sahadeva"
"requirest hearing"
"requirest nakula"
"rescue satyaki"
"rescue slay"
"rescue therefrom"
"rescue thousands"
"rescue thyself"
"resemblest indra"
"resembling pinaka"
"resentment arose"
"resentment towards"
"reserves ambuscades"
"reside ye"
"residence amidst"
"residence lasts"
"residence therein"
"residents number"
"resides agreeable"
"resin heath"
"resist dhritarashtra"
"resisting arjuna"
"resisting singlehanded"
"resistless force"
"resolute bhima"
"resolute care"
"resolute charioteer"
"resolute courage"
"resolute intelligent"
"resolution arjuna"
"resolution attains"
"resolution cannot"
"resolution indulgence"
"resolution kesava"
"resolution know"
"resolution play"
"resolution shouldst"
"resolution striveth"
"resolution tell"
"resolution therefore"
"resolution viz"
"resolution warding"
"resolve ganga"
"resolve king"
"resolve springeth"
"resolve tell"
"resolved however"
"resolved saying"
"resolves eternal"
"resolves food"
"resourcefulness strength"
"resources abstain"
"respect beholding"
"respect bring"
"respect damayanti"
"respect dhatri"
"respect disrespect"
"respect drona"
"respect either"
"respect else"
"respect everywhere"
"respect hearing"
"respect hence"
"respect honour"
"respect ie"
"respect indeed"
"respect infamy"
"respect losing"
"respect partha"
"respect people"
"respect similarly"
"respect thinking"
"respect towards"
"respect viz"
"respect wandering"
"respect worthy"
"respect yudhishthira"
"respected sir"
"respectfulness invincible"
"respectin intelligence"
"respecting thyself"
"respective attributes"
"respective duties"
"respective functions"
"respective status"
"respectively damayanti"
"respectively gandiva"
"resplendence attains"
"resplendence king"
"resplendent arjuna"
"resplendent bhrigu"
"resplendent bodies"
"resplendent bow"
"resplendent cars"
"resplendent celestials"
"resplendent energy"
"resplendent luminaries"
"resplendent luminary"
"resplendent mien"
"resplendent moon"
"resplendent plants"
"resplendent sun"
"resplendent varchas"
"resplendent worlds"
"resplendent yagnaseni"
"responsibility ye"
"rest amongst"
"rest however"
"rest kshatriya"
"rest salvation"
"rest therefore"
"rest till"
"rest towards"
"rest water"
"rest would"
"resting ground"
"resting house"
"resting place"
"resting spot"
"restingplace therefore"
"restless eyes"
"restless glance"
"restless glances"
"restless mind"
"restless understandings"
"restless wrathful"
"restlessness gathering"
"restoration arjunas"
"restore tranquillity"
"restraining ones"
"restraining wrath"
"restraint modesty"
"restraint others"
"result however"
"result thereof"
"result thus"
"results daughters"
"results righteousness"
"results thus"
"results virtue"
"retreat arrived"
"retreat beholding"
"retreat freed"
"retreat gradually"
"retreat knowledge"
"retreat none"
"retreat till"
"retreated borne"
"retreated shakuni"
"retreats krishna"
"retrograde course"
"return desirous"
"return gandhari"
"return grant"
"return hence"
"return home"
"return indeed"
"return malayadhwaja"
"return satisfy"
"return saying"
"return six"
"return struck"
"return suffer"
"return tell"
"return thence"
"return vibhatsu"
"return worshipped"
"return ye"
"returned pandava"
"returnest today"
"returneth disappointed"
"returneth home"
"returning bharata"
"returning hence"
"revati prabhu"
"revati rites"
"revenge bhima"
"revenge mighty"
"revenue wineshops"
"revered dame"
"reverence becomes"
"reverence heareth"
"reverence however"
"reverence indeed"
"reverence let"
"reverence ones"
"reverence recite"
"reverence said"
"reverence towards"
"reverence transformed"
"reverence unto"
"reverence vasishtha"
"reverend brahmana"
"reverend gandhari"
"reverend grandsire"
"reverend kuru"
"reverend lady"
"reverend ones"
"reverend persons"
"reverend preceptor"
"reverend princess"
"reverend pritha"
"reverend rishis"
"reverend sage"
"reverend seniors"
"reverend superiors"
"reverent attention"
"reverent hospitality"
"reverent worship"
"reverse become"
"reverse hence"
"reverse nobody"
"reverse order"
"reverse upon"
"revive never"
"revived thus"
"revived yayati"
"reward awaits"
"reward however"
"reward thereof"
"rewards hereafter"
"rhyme understanding"
"rice boiled"
"rice cake"
"rice casting"
"rice drinking"
"rice lakes"
"riches arjuna"
"riches friends"
"richika arka"
"richika rama"
"richika said"
"richika saidby"
"richika thought"
"richika thus"
"richika tribes"
"richika verily"
"richika viz"
"richikas son"
"richs praise"
"riddhi narayana"
"ride horses"
"rider deeply"
"riderless dhartarashtra"
"riderless elephant"
"riderless elephants"
"riderless steeds"
"riders drivers"
"riders lay"
"riders ran"
"ridicule thereat"
"ridicule therefore"
"rig sama"
"rig veda"
"right arjuna"
"right arm"
"right belongeth"
"right bow"
"right duryodhana"
"right hand"
"right indeed"
"right onesucceeds"
"right path"
"right persons"
"right side"
"right thigh"
"right track"
"right wheel"
"right worshipful"
"righteous asceticism"
"righteous crowned"
"righteous exhibit"
"righteous hearing"
"righteous kshatriyas"
"righteous men"
"righteous mere"
"righteous regions"
"righteous rishis"
"righteous therefore"
"righteous thus"
"righteous unrighteousness"
"righteous yama"
"righteousness alone"
"righteousness anger"
"righteousness anybody"
"righteousness arjuna"
"righteousness ashtaka"
"righteousness attain"
"righteousness becomes"
"righteousness beget"
"righteousness behold"
"righteousness besides"
"righteousness borne"
"righteousness brahma"
"righteousness cannot"
"righteousness civcxiii"
"righteousness cmxvcmxxii"
"righteousness communicates"
"righteousness conversant"
"righteousness dependent"
"righteousness dharma"
"righteousness exists"
"righteousness freed"
"righteousness fury"
"righteousness great"
"righteousness hath"
"righteousness hence"
"righteousness hospitality"
"righteousness however"
"righteousness indeed"
"righteousness jiva"
"righteousness keeping"
"righteousness languishes"
"righteousness languishing"
"righteousness listen"
"righteousness love"
"righteousness mikes"
"righteousness nakula"
"righteousness notwithstanding"
"righteousness observant"
"righteousness one"
"righteousness persons"
"righteousness protects"
"righteousness rests"
"righteousness righteousness"
"righteousness saying"
"righteousness servants"
"righteousness sets"
"righteousness silence"
"righteousness slay"
"righteousness tell"
"righteousness therefore"
"righteousness though"
"righteousness thus"
"righteousness truth"
"righteousness unto"
"righteousness vedic"
"righteousness verily"
"righteousness wealth"
"righteousness whither"
"righteousness words"
"rightly know"
"rik hymns"
"rik sama"
"rikshavat mountains"
"ripe fruits"
"ripe palmyra"
"rise higher"
"rise rise"
"rise speech"
"risen cloud"
"risen dust"
"risen moon"
"risen pride"
"risen shower"
"risen sun"
"risen suns"
"risen wrath"
"rishabha gandhara"
"rishabha king"
"rishabha vegavat"
"rishava ajitasatru"
"rishava vahu"
"rishi accordingly"
"rishi addressing"
"rishi agastya"
"rishi agnivesa"
"rishi akritavrana"
"rishi also"
"rishi angiras"
"rishi answered"
"rishi answeredthe"
"rishi apantaratamas"
"rishi apava"
"rishi appease"
"rishi appertaining"
"rishi array"
"rishi ashore"
"rishi ashtavakra"
"rishi asita"
"rishi asitadevala"
"rishi asked"
"rishi asking"
"rishi aswatthaman"
"rishi atharvan"
"rishi atreya"
"rishi atri"
"rishi aurva"
"rishi awaking"
"rishi ayodadhaumya"
"rishi begat"
"rishi beheld"
"rishi belong"
"rishi bent"
"rishi bharadwaja"
"rishi bhishma"
"rishi bhrigu"
"rishi cannot"
"rishi canst"
"rishi capable"
"rishi chyavana"
"rishi clad"
"rishi come"
"rishi comforting"
"rishi conversant"
"rishi correctly"
"rishi dadhichi"
"rishi daksha"
"rishi danced"
"rishi dattatreya"
"rishi delighted"
"rishi devala"
"rishi devasarman"
"rishi devayani"
"rishi directed"
"rishi disappeared"
"rishi dost"
"rishi drona"
"rishi drupada"
"rishi duly"
"rishi durvasa"
"rishi durvasathese"
"rishi duryodhana"
"rishi dwaipayana"
"rishi food"
"rishi fraught"
"rishi galeva"
"rishi gautama"
"rishi give"
"rishi gone"
"rishi great"
"rishi gritsamada"
"rishi harishchandra"
"rishi hath"
"rishi hearing"
"rishi however"
"rishi ie"
"rishi indeed"
"rishi jamadagni"
"rishi janaka"
"rishi jaratkaru"
"rishi jimuta"
"rishi kakshiyan"
"rishi kamandaka"
"rishi kanwa"
"rishi kapila"
"rishi kasyapa"
"rishi kasyapathese"
"rishi kavya"
"rishi king"
"rishi krishna"
"rishi krishnadvaipayana"
"rishi krishnadwaipayana"
"rishi kusika"
"rishi living"
"rishi lomasa"
"rishi mahodara"
"rishi maitreya"
"rishi mandapala"
"rishi mandavya"
"rishi mankanaka"
"rishi markandeya"
"rishi marut"
"rishi matanga"
"rishi meanwhile"
"rishi medhatithi"
"rishi nachiketa"
"rishi nahusha"
"rishi nara"
"rishi narada"
"rishi narayana"
"rishi nimi"
"rishi none"
"rishi nothing"
"rishi panchala"
"rishi panchasikha"
"rishi parasara"
"rishi parvata"
"rishi proceed"
"rishi pulastya"
"rishi rama"
"rishi refusing"
"rishi regard"
"rishi remained"
"rishi repair"
"rishi replied"
"rishi resplendent"
"rishi ruru"
"rishi said"
"rishi saidtell"
"rishi sakti"
"rishi samika"
"rishi samvarta"
"rishi sanatsujata"
"rishi sandilya"
"rishi sarasvata"
"rishi sarasvati"
"rishi saying"
"rishi sayingdrink"
"rishi sayinglet"
"rishi shoma"
"rishi show"
"rishi sravas"
"rishi sthulakesa"
"rishi sunaka"
"rishi suparna"
"rishi suvarna"
"rishi tandin"
"rishi tarkhya"
"rishi tell"
"rishi therefore"
"rishi thereupon"
"rishi thinking"
"rishi thus"
"rishi trita"
"rishi uddalaki"
"rishi upamanyu"
"rishi usanas"
"rishi utanka"
"rishi utathya"
"rishi vadanya"
"rishi vadanyathe"
"rishi vadavamukha"
"rishi vaisampayana"
"rishi vamadeva"
"rishi varishtha"
"rishi vasishtha"
"rishi vibhakara"
"rishi vishvamitra"
"rishi visravas"
"rishi viswamitra"
"rishi viz"
"rishi vrihadaswa"
"rishi vrihaspati"
"rishi vyasa"
"rishi yayati"
"rishi ye"
"rishi yudhishthira"
"rishikas subjugating"
"rishis accept"
"rishis acceptance"
"rishis accompanied"
"rishis adore"
"rishis agastya"
"rishis already"
"rishis also"
"rishis answered"
"rishis appertaining"
"rishis applaud"
"rishis approach"
"rishis arrival"
"rishis arshtishena"
"rishis asylum"
"rishis baladeva"
"rishis bathing"
"rishis behold"
"rishis beholding"
"rishis bidding"
"rishis blazing"
"rishis body"
"rishis boon"
"rishis brahmanas"
"rishis cannot"
"rishis celestials"
"rishis cherish"
"rishis cite"
"rishis compassion"
"rishis compassionate"
"rishis conquer"
"rishis conversant"
"rishis curse"
"rishis daksha"
"rishis daughter"
"rishis declare"
"rishis desirous"
"rishis duly"
"rishis duties"
"rishis dvaipayana"
"rishis dwelling"
"rishis earth"
"rishis ekata"
"rishis elephant"
"rishis endued"
"rishis fearful"
"rishis feet"
"rishis gandharvas"
"rishis grace"
"rishis head"
"rishis however"
"rishis indeed"
"rishis indicate"
"rishis indra"
"rishis kindness"
"rishis know"
"rishis krishna"
"rishis krishnadwaipayana"
"rishis let"
"rishis lion"
"rishis lips"
"rishis listen"
"rishis looked"
"rishis mahadeva"
"rishis mandapala"
"rishis marichi"
"rishis measuring"
"rishis moved"
"rishis named"
"rishis nara"
"rishis narada"
"rishis narayana"
"rishis none"
"rishis numbering"
"rishis observant"
"rishis one"
"rishis pandu"
"rishis pay"
"rishis persons"
"rishis pitris"
"rishis prachinagarbha"
"rishis praise"
"rishis proceeding"
"rishis proclaim"
"rishis pronouncing"
"rishis proposal"
"rishis protection"
"rishis regard"
"rishis repair"
"rishis residing"
"rishis said"
"rishis sarabha"
"rishis saying"
"rishis shone"
"rishis sleeping"
"rishis son"
"rishis sprang"
"rishis standing"
"rishis tapati"
"rishis therefore"
"rishis thereupon"
"rishis thought"
"rishis thyself"
"rishis truthful"
"rishis understanding"
"rishis uniting"
"rishis vaka"
"rishis valmiki"
"rishis vasishtha"
"rishis vasistha"
"rishis viswamitra"
"rishis viz"
"rishis vrihaspati"
"rishis welcome"
"rishis wise"
"rishis yakshas"
"rishis ye"
"rishisaying let"
"rishta vena"
"rishyasringa born"
"rishyasringa kasyapa"
"rishyasringa said"
"rishyasringas fierce"
"rishyasringas life"
"rishyasringas son"
"rising dispels"
"rising stupefied"
"rita pitrirupa"
"rita thus"
"rite however"
"rite therefore"
"rites addressing"
"rites animals"
"rites bowest"
"rites brahmanas"
"rites ceased"
"rites connection"
"rites doubting"
"rites explain"
"rites holy"
"rites indeed"
"rites krishnas"
"rites libations"
"rites mahadeva"
"rites marriage"
"rites offerings"
"rites overwhelmed"
"rites penances"
"rites studies"
"rites surya"
"rites thence"
"rites unto"
"rites unvanquished"
"rites victory"
"rites vrihaduktha"
"rites wherein"
"rites worship"
"ritual meditation"
"ritual praise"
"rituals chiefly"
"rituparna also"
"rituparna hath"
"rituparna rejoined"
"rituparna said"
"rituparna summarily"
"rituparnas coming"
"rituparnas food"
"ritusthala ghritachi"
"ritwij pours"
"ritwijas also"
"ritwijas tell"
"ritwik dwaipayana"
"ritwik purohita"
"ritwiks competent"
"ritwiks others"
"ritwiks replied"
"ritwiks said"
"rivalry every"
"rivals peace"
"river aswa"
"river aswaratha"
"river banks"
"river beholding"
"river bhagirathee"
"river bhagirathi"
"river bharadwaji"
"river bhimarathi"
"river capable"
"river charmanwati"
"river chitravaha"
"river damayanti"
"river duly"
"river forgiveness"
"river ganga"
"river ganges"
"river godavari"
"river gomati"
"river grateful"
"river harisrava"
"river indulging"
"river indus"
"river janhavi"
"river kampana"
"river kausika"
"river kausiki"
"river kaveri"
"river kusachira"
"river lohita"
"river lohitya"
"river lomasa"
"river mahaganga"
"river malini"
"river mandakini"
"river manijala"
"river narmada"
"river oghavati"
"river panchami"
"river parnasa"
"river payasvini"
"river payosini"
"river plakshavati"
"river pungavena"
"river raupya"
"river runneth"
"river samanga"
"river sarasvati"
"river saraswati"
"river saraswatiye"
"river seen"
"river sindhu"
"river swollen"
"river utpalini"
"river vahuda"
"river vaitarani"
"river vardhanika"
"river vipasa"
"river wending"
"river yamuna"
"river ye"
"rivers always"
"rivers current"
"rivers flow"
"rivers ganga"
"rivers gaya"
"rivers however"
"rivers jala"
"rivers lakes"
"rivers mountains"
"rivers plants"
"rivers prevails"
"rivers sarasvati"
"rivers seas"
"rivers thus"
"rivers towns"
"rivers vahuda"
"rivers viz"
"road duly"
"road nobody"
"road tell"
"road utanka"
"roam forth"
"roar aloud"
"roar banners"
"roar beholding"
"roar birds"
"roar cars"
"roar cut"
"roar dancing"
"roar deep"
"roar frightfully"
"roar hearing"
"roar karna"
"roar nakula"
"roar satyaki"
"roar sinis"
"roar slew"
"roar takshaka"
"roaring bhima"
"roaring cloud"
"roaring clouds"
"roaring duryodhana"
"roaring dussasana"
"roaring lion"
"roaring ocean"
"roaring rakshasas"
"roars beholding"
"roars bow"
"roars dhrishtadyumna"
"roars endued"
"roars fell"
"roars hearing"
"roars indeed"
"roars lord"
"roars meanwhile"
"roars partha"
"roars separating"
"roars terrible"
"roars violent"
"roars vishnu"
"robber chief"
"robber class"
"robber tribes"
"robber village"
"robbers bending"
"robbers hearing"
"robbers living"
"robbers virtue"
"robe know"
"robes arjuna"
"robes bearing"
"robes dark"
"robes food"
"robes incapable"
"robes laugh"
"robes numbering"
"robes ornaments"
"robes rama"
"robes rapt"
"robes seats"
"robes steeds"
"robes swans"
"rocamana surocana"
"rochamana chargers"
"rochamana let"
"rochamana nila"
"rochamana ruling"
"rochamana steeds"
"rochana durva"
"rock maces"
"rock purumitra"
"rock ten"
"rock thus"
"rockets balls"
"rocks partha"
"rocks soon"
"rocks steeds"
"rod addressing"
"rode overcome"
"rode pierced"
"rode rudra"
"roe warriors"
"rohini alone"
"rohini behold"
"rohini endued"
"rohini exclusively"
"rohini species"
"rohini valadeva"
"rohini yama"
"rohinis intelligent"
"rohinis son"
"rohita blue"
"rohita fish"
"rolleth rapidly"
"room built"
"room indeed"
"roomy apartments"
"root delicate"
"root diksha"
"root diplomacy"
"root kama"
"root staying"
"root time"
"root whatever"
"rootless tree"
"roots alone"
"roots attains"
"roots flowers"
"roots fruits"
"roots seized"
"roots simple"
"rope fall"
"ropes kusa"
"rosts letter"
"rotund hips"
"rough winds"
"roughness lust"
"round arms"
"round cheeks"
"round dhaumya"
"round hips"
"round indra"
"round krishna"
"round meru"
"round sakra"
"round salwas"
"round sivi"
"round trunk"
"round vibhatsu"
"round whether"
"round white"
"routes caravans"
"rows jayadratha"
"royal allies"
"royal apparel"
"royal ascetics"
"royal assembly"
"royal behest"
"royal bharata"
"royal bhishma"
"royal bhumisaya"
"royal birth"
"royal brothers"
"royal car"
"royal cars"
"royal chief"
"royal cook"
"royal couple"
"royal descent"
"royal dharma"
"royal dhrishtaketu"
"royal dhritarashtra"
"royal displeasure"
"royal drupada"
"royal duryodhana"
"royal establishment"
"royal father"
"royal favour"
"royal favourites"
"royal foe"
"royal guest"
"royal hero"
"royal heroes"
"royal house"
"royal household"
"royal houses"
"royal kshatriyas"
"royal kuvalaswa"
"royal ladies"
"royal lady"
"royal line"
"royal lineage"
"royal lines"
"royal lord"
"royal maiden"
"royal mandhatri"
"royal master"
"royal masters"
"royal messengers"
"royal mother"
"royal nala"
"royal order"
"royal ornaments"
"royal parikshit"
"royal protection"
"royal qualities"
"royal race"
"royal riders"
"royal rishi"
"royal rishis"
"royal sage"
"royal sages"
"royal saint"
"royal saints"
"royal seat"
"royal seats"
"royal secrets"
"royal self"
"royal shalya"
"royal sire"
"royal somadatta"
"royal son"
"royal spouse"
"royal style"
"royal treasury"
"royal umbrella"
"royal varuna"
"royal warriors"
"royal yudhishthira"
"royalty await"
"royalty dwelt"
"royalty exist"
"ruchiprabha viswajit"
"ruddy geese"
"ruddy ground"
"rudra approaching"
"rudra arrive"
"rudra assembled"
"rudra bending"
"rudra bhava"
"rudra capable"
"rudra cast"
"rudra daksha"
"rudra desire"
"rudra destroying"
"rudra even"
"rudra however"
"rudra know"
"rudra kuvera"
"rudra learn"
"rudra maheswara"
"rudra resides"
"rudra saidi"
"rudra sakra"
"rudra sarva"
"rudra sat"
"rudra sharva"
"rudra siva"
"rudra skanda"
"rudra spring"
"rudra welladored"
"rudra without"
"rudrani sree"
"rudras battling"
"rudras eleven"
"rudras marutas"
"rudras pavaka"
"rudras pinaka"
"rudras rod"
"rudras seed"
"rudras semen"
"rudras shadow"
"rudras steeds"
"rudras tandi"
"rudras throat"
"rudras vasishtha"
"rudras workmanship"
"rudras wrath"
"rudravarta bathing"
"rudriya hath"
"ruin behold"
"ruin human"
"ruin reflecting"
"ruined ruinedo"
"ruinedo lion"
"rukma sunitha"
"rukmangada rukmaratha"
"rukmaratha hath"
"rukmaratha somadatta"
"rukmin listen"
"rukmini conceived"
"rukmini jamvavati"
"rukmini salwa"
"rukmini samva"
"rukminis son"
"rule amongst"
"rule applies"
"rule fit"
"rule food"
"rule however"
"rule maghavat"
"rule protected"
"rule viz"
"ruler creator"
"ruler ordainer"
"ruler seek"
"rulers saying"
"rules rules"
"rules solicits"
"rules thus"
"rulings becomes"
"rumbling sound"
"run oppressest"
"run towards"
"rung viz"
"runs givers"
"ruru deer"
"ruru puru"
"ruru replied"
"ruru ruru"
"ruru said"
"ruru thereupon"
"rurus life"
"rurus son"
"rush banians"
"rush cut"
"rush reckless"
"rush seize"
"rush towards"
"rush wait"
"rush ye"
"rushed towards"
"rushing cavalry"
"rushing sound"
"rushing steeds"
"rushing therefore"
"rushing towards"
"rut deserving"
"rut seizeth"
"ruthless deeds"
"ruthless strength"
"ruthless wretch"
"sabha assembly"
"sabha desirous"
"sabha kshanas"
"sabha mantra"
"sabha parvas"
"sabha pass"
"sabhapati clad"
"sabhas unto"
"sabre righteousness"
"sachi chandra"
"sachi hast"
"sachi honoured"
"sachi however"
"sachi kasyapa"
"sachi pushti"
"sachi repair"
"sachi saido"
"sachi shalt"
"sachi sinivali"
"sachi vali"
"sachis gratification"
"sachis lord"
"sacred excellent"
"sacred fire"
"sacred fires"
"sacred histories"
"sacred waters"
"sacredness baladeva"
"sacrifice alas"
"sacrifice also"
"sacrifice amongst"
"sacrifice animals"
"sacrifice barbed"
"sacrifice bathe"
"sacrifice bathing"
"sacrifice become"
"sacrifice becometh"
"sacrifice behold"
"sacrifice beholding"
"sacrifice cannot"
"sacrifice capable"
"sacrifice casting"
"sacrifice causing"
"sacrifice cleanses"
"sacrifice come"
"sacrifice commence"
"sacrifice consists"
"sacrifice cut"
"sacrifice destroys"
"sacrifice devala"
"sacrifice dhritarashtras"
"sacrifice diverse"
"sacrifice duly"
"sacrifice embodied"
"sacrifice endued"
"sacrifice everything"
"sacrifice extending"
"sacrifice fed"
"sacrifice finished"
"sacrifice gaya"
"sacrifice gift"
"sacrifice gifts"
"sacrifice goat"
"sacrifice hath"
"sacrifice hearing"
"sacrifice heroes"
"sacrifice houses"
"sacrifice however"
"sacrifice hundreds"
"sacrifice hymns"
"sacrifice increase"
"sacrifice indeed"
"sacrifice king"
"sacrifice let"
"sacrifice mahadeva"
"sacrifice near"
"sacrifice officiate"
"sacrifice others"
"sacrifice penance"
"sacrifice personified"
"sacrifice productive"
"sacrifice regenerate"
"sacrifice renunciation"
"sacrifice respect"
"sacrifice rests"
"sacrifice sacrifice"
"sacrifice sacrificer"
"sacrifice saluting"
"sacrifice samvarta"
"sacrifice spread"
"sacrifice sprung"
"sacrifice strive"
"sacrifice suggested"
"sacrifice tell"
"sacrifice terminates"
"sacrifice therefore"
"sacrifice thither"
"sacrifice though"
"sacrifice thus"
"sacrifice thyself"
"sacrifice today"
"sacrifice tomorrow"
"sacrifice truth"
"sacrifice vandin"
"sacrifice vedic"
"sacrifice vidura"
"sacrifice vies"
"sacrifice viz"
"sacrifice worshipped"
"sacrifice worthy"
"sacrifice ye"
"sacrificer fire"
"sacrificers viz"
"sacrifices agastya"
"sacrifices agreeably"
"sacrifices always"
"sacrifices amongst"
"sacrifices animals"
"sacrifices asceticism"
"sacrifices attain"
"sacrifices beside"
"sacrifices bhima"
"sacrifices c"
"sacrifices cannot"
"sacrifices charity"
"sacrifices consisting"
"sacrifices conversant"
"sacrifices dakshina"
"sacrifices duly"
"sacrifices dwelling"
"sacrifices earn"
"sacrifices eat"
"sacrifices endued"
"sacrifices establishing"
"sacrifices even"
"sacrifices fight"
"sacrifices food"
"sacrifices forgiveness"
"sacrifices gift"
"sacrifices gifts"
"sacrifices give"
"sacrifices gold"
"sacrifices gratify"
"sacrifices hath"
"sacrifices heaps"
"sacrifices however"
"sacrifices know"
"sacrifices knowing"
"sacrifices let"
"sacrifices lives"
"sacrifices milk"
"sacrifices neither"
"sacrifices prayers"
"sacrifices pure"
"sacrifices rest"
"sacrifices rubbed"
"sacrifices sacrifices"
"sacrifices sacrificial"
"sacrifices said"
"sacrifices salutations"
"sacrifices saying"
"sacrifices soma"
"sacrifices spring"
"sacrifices study"
"sacrifices take"
"sacrifices teaching"
"sacrifices thence"
"sacrifices therefore"
"sacrifices unto"
"sacrifices vajapeya"
"sacrifices wealth"
"sacrifices yayati"
"sacrificial altar"
"sacrificial altars"
"sacrificial animals"
"sacrificial fire"
"sacrificial fires"
"sacrificial fuel"
"sacrificial ladles"
"sacrificial mantras"
"sacrificial offerings"
"sacrificial plough"
"sacrificial presents"
"sacrificial priests"
"sacrificial rite"
"sacrificial rites"
"sacrificial ritwijes"
"sacrificial steed"
"sada sarana"
"sada suvak"
"sadanira karatoya"
"sadasyas assisting"
"sadasyas conversant"
"sadasyas karna"
"sadasyas sacrificial"
"sadasyas said"
"sadder spectacle"
